expense_id,amount,merchant,description,category
EXP00540,9.38,Disney+,streaming subscription,entertainment
EXP00541,39.64,Concert Venue,band performance,entertainment
EXP00542,109.59,Southwest Airlines,flight booking,travel
EXP00543,55.65,Uber,ride to airport,transport
EXP00544,7055.78,University,semester tuition,education
EXP00545,184.24,Walmart,weekly groceries,shopping
EXP00546,1097.51,Expedia,trip booking,travel
EXP00547,62.74,Sports Authority,workout accessories,fitness
EXP00548,11.85,Disney+,family entertainment,entertainment
EXP00549,1347.85,Real Estate Rental,housing rental,rent
EXP00550,469.97,Best Buy,computer mouse,technology
EXP00551,225.16,Dental Office,dental examination,healthcare
EXP00552,147.57,State Farm,auto coverage,insurance
EXP00553,288.39,Family Clinic,medical consultation,healthcare
EXP00554,116.79,Chevron,gasoline purchase,transport
EXP00555,75.63,Water Department,water and sewer bill,utilities
EXP00556,272.44,Eye Care Center,vision test,healthcare
EXP00557,101.58,Chevron,car maintenance,transport
EXP00558,17.02,Starbucks,grande latte,food
EXP00559,509.23,Campus Bookstore,school supplies,education
EXP00560,70.83,Costco,bulk groceries,shopping
EXP00561,1187.4,Real Estate Rental,property rental,rent
EXP00562,569.88,Best Buy,computer mouse,shopping
EXP00563,73.96,Coursera,specialization course,education
EXP00564,35.38,H&M,seasonal wear,shopping
EXP00565,1572.54,Real Estate Rental,real estate rent,rent
EXP00566,162.47,Family Clinic,health screening,healthcare
EXP00567,59.45,Sports Authority,exercise gear,fitness
EXP00568,30.53,PlayStation Store,game download,entertainment
EXP00569,217.57,Marriott Hotel,weekend getaway,travel
EXP00570,54.26,Uber,ride to airport,transport
EXP00571,23.2,Subway,foot-long sandwich,food
EXP00572,98.71,Campus Bookstore,school supplies,education
EXP00573,143.3,Walmart,weekly groceries,shopping
EXP00574,47.98,LA Fitness,fitness center access,fitness
EXP00575,60.27,Udemy,business course,education
EXP00576,133.84,Physical Therapy,physical treatment,healthcare
EXP00577,442.31,Apple Store,iPhone purchase,technology
EXP00578,65.8,Parking Authority,downtown parking,transport
EXP00579,138.58,Whole Foods,fresh produce,food
EXP00580,1071.14,Landlord Services,housing cost,rent
EXP00581,149.05,Coursera,skill development,education
EXP00582,727.64,Landlord Services,housing cost,rent
EXP00583,20.0,Water Department,utility water bill,utilities
EXP00584,350.1,Blue Cross Blue Shield,medical coverage,insurance
EXP00585,67.59,Chevron,gasoline purchase,transport
EXP00586,229.88,Amazon,laptop accessories,shopping
EXP00587,20.75,Domino's,pizza pickup order,food
EXP00588,39.99,Trader Joe's,specialty items,food
EXP00589,169.81,State Farm,car insurance premium,insurance
EXP00590,55.22,Chevron,car maintenance,transport
EXP00591,14.76,Starbucks,frappuccino,food
EXP00592,944.26,Samsung,tech gadget,technology
EXP00593,75.1,Water Department,water and sewer bill,utilities
EXP00594,41.46,AMC Theaters,IMAX movie,entertainment
EXP00595,111.15,Concert Venue,music concert,entertainment
EXP00596,20.2,Pizza Hut,breadsticks and wings,food
EXP00597,122.94,Physical Therapy,rehabilitation,healthcare
EXP00598,471.51,Microsoft Store,Xbox controller,technology
EXP00599,721.04,Samsung,tablet device,technology
EXP00600,9.24,Chipotle,quesadilla meal,food
EXP00601,241.9,Sports Authority,exercise gear,fitness
EXP00602,158.16,Concert Venue,festival pass,entertainment
EXP00603,122.38,Progressive,monthly auto premium,insurance
EXP00604,1906.32,Housing Authority,subsidized rent,rent
EXP00605,184.8,Family Clinic,doctor visit,healthcare
EXP00606,181.57,Amazon,electronics gadget,shopping
EXP00607,203.77,Dental Office,dental examination,healthcare
EXP00608,42.21,Waste Management,waste pickup service,utilities
EXP00609,18.43,Khan Academy,academic support,education
EXP00610,66.77,Steam,gaming software,entertainment
EXP00611,236.11,Sports Authority,fitness equipment,fitness
EXP00612,27.89,AMC Theaters,IMAX movie,entertainment
EXP00613,67.84,Water Department,water and sewer bill,utilities
EXP00614,59.07,Udemy,skill training,education
EXP00615,690.32,Best Buy,tech accessories,shopping
EXP00616,167.44,Nike Store,exercise equipment,fitness
EXP00617,23.36,Planet Fitness,workout membership,fitness
EXP00618,175.83,Amazon Tech,electronics order,technology
EXP00619,677.16,Delta Airlines,business trip flight,travel
EXP00620,1488.6,Apple Store,MacBook laptop,technology
EXP00621,197.22,Campus Bookstore,academic books,education
EXP00622,79.09,Sports Authority,fitness equipment,fitness
EXP00623,109.46,Xfinity,broadband service,utilities
EXP00624,315.13,Hilton Hotels,family vacation hotel,travel
EXP00625,19.14,Starbucks,frappuccino,food
EXP00626,102.18,Airbnb,short-term rental,travel
EXP00627,18.76,Starbucks,cappuccino and pastry,food
EXP00628,123.21,AT&T,telecom services,utilities
EXP00629,105.44,ComEd,electricity usage,utilities
EXP00630,51.79,Pizza Hut,breadsticks and wings,food
EXP00631,94.33,Metro Transit,subway ticket,transport
EXP00632,24.7,McDonald's,McFlurry dessert,food
EXP00633,408.23,Campus Bookstore,textbook purchase,education
EXP00634,98.38,Metro Transit,public transport,transport
EXP00635,126.34,Chevron,oil change service,transport
EXP00636,127.77,Airbnb,travel accommodation,travel
EXP00637,32.99,Yoga Studio,yoga membership,fitness
EXP00638,14.6,Netflix,video streaming service,entertainment
EXP00639,107.76,Liberty Mutual,insurance coverage,insurance
EXP00640,322.4,Blue Cross Blue Shield,healthcare premium,insurance
EXP00641,408.53,Microsoft Store,Xbox controller,technology
EXP00642,119.78,Physical Therapy,therapy session,healthcare
EXP00643,87.18,BP,fuel stop,transport
EXP00644,25.26,Udemy,business course,education
EXP00645,116.73,Verizon,mobile service,utilities
EXP00646,305.14,Costco,warehouse shopping,shopping
EXP00647,21.91,Chipotle,guacamole and chips,food
EXP00648,126.9,Xfinity,monthly internet bill,utilities
EXP00649,58.16,PlayStation Store,digital game,entertainment
EXP00650,205.0,Amazon Tech,tech gadgets,technology
EXP00651,120.24,Walmart,pharmacy items,shopping
EXP00652,169.73,Parking Authority,meter parking,transport
EXP00653,1722.7,Property Management,monthly apartment rent,rent
EXP00654,77.6,Progressive,auto insurance premium,insurance
EXP00655,37.19,Walmart,clothing basics,shopping
EXP00656,175.48,Microsoft Store,Surface laptop,technology
EXP00657,72.62,Walgreens,allergy medicine,healthcare
EXP00658,10.36,Starbucks,iced coffee,food
EXP00659,26.35,BP,regular gas fill,transport
EXP00660,12.57,Spotify,music streaming,entertainment
EXP00661,8.73,Disney+,streaming service,entertainment
EXP00662,184.18,Amazon Tech,computer parts,technology
EXP00663,176.58,Whole Foods,fresh produce,food
EXP00664,184.5,Allstate,home insurance,insurance
EXP00665,410.75,Apple Store,AirPods headphones,technology
EXP00666,96.54,Verizon,phone and data,utilities
EXP00667,112.23,H&M,seasonal wear,shopping
EXP00668,200.67,State Farm,auto coverage,insurance
EXP00669,66.5,Udemy,online learning,education
EXP00670,81.97,Walgreens,allergy medicine,healthcare
EXP00671,11.4,Starbucks,breakfast sandwich,food
EXP00672,122.74,Metro Transit,daily transit fare,transport
EXP00673,1943.33,Property Management,apartment fee,rent
EXP00674,34.79,PlayStation Store,digital game,entertainment
EXP00675,1603.48,Landlord Services,monthly rent,rent
EXP00676,32.6,Amazon Books,academic resources,education
EXP00677,1441.2,Landlord Services,monthly rent,rent
EXP00678,213.09,Airbnb,weekend rental,travel
EXP00679,24.59,KFC,popcorn chicken,food
EXP00680,495.21,Campus Bookstore,school supplies,education
EXP00681,293.7,Home Depot,paint and brushes,shopping
EXP00682,264.4,Costco,family supplies,shopping
EXP00683,193.1,Coursera,online course,education
EXP00684,27.83,Planet Fitness,health club,fitness
EXP00685,888.09,Apartment Complex,unit rental payment,rent
EXP00686,7.93,Subway,cookies and drink,food
EXP00687,424.75,Best Buy,headphones,shopping
EXP00688,42.14,PlayStation Store,gaming content,entertainment
EXP00689,5710.04,University,education payment,education
EXP00690,826.92,Property Management,housing payment,rent
EXP00691,44.34,Domino's,pizza pickup order,food
EXP00692,101.9,Shell,car wash service,transport
EXP00693,1682.02,Apartment Complex,apartment rent,rent
EXP00694,898.0,Apple Store,iPhone purchase,technology
EXP00695,20.72,Parking Authority,downtown parking,transport
EXP00696,146.37,Sports Authority,athletic supplies,fitness
EXP00697,34.48,Lyft,weekend trip,transport
EXP00698,5313.32,University,academic fees,education
EXP00699,130.63,Enterprise Rental,weekend car rental,travel
EXP00700,219.33,Sports Authority,fitness equipment,fitness
EXP00701,218.44,Family Clinic,health screening,healthcare
EXP00702,59.29,Sports Authority,sports equipment,fitness
EXP00703,171.83,Hilton Hotels,business stay,travel
EXP00704,71.31,AT&T,telecom services,utilities
EXP00705,738.18,Housing Authority,housing payment,rent
EXP00706,69.25,MetLife,dental insurance,insurance
EXP00707,562.89,Southwest Airlines,travel to Chicago,travel
EXP00708,261.12,Sports Authority,exercise gear,fitness
EXP00709,89.97,CVS Pharmacy,vitamins and supplements,healthcare
EXP00710,1628.76,Real Estate Rental,real estate rent,rent
EXP00711,112.61,Chevron,oil change service,transport
EXP00712,51.57,Parking Authority,airport parking,transport
EXP00713,96.66,ComEd,electricity usage,utilities
EXP00714,224.31,Samsung,tech gadget,technology
EXP00715,15.36,Subway,cookies and drink,food
EXP00716,980.91,Housing Authority,subsidized rent,rent
EXP00717,17.01,Planet Fitness,gym access,fitness
EXP00718,1118.01,Housing Authority,public housing,rent
EXP00719,13.17,Pizza Hut,pizza delivery,food
EXP00720,8.54,Disney+,monthly Disney plan,entertainment
EXP00721,17.82,Metro Transit,daily transit fare,transport
EXP00722,105.82,Chevron,oil change service,transport
EXP00723,219.2,Home Depot,garden tools,shopping
EXP00724,68.33,Target,gift cards,shopping
EXP00725,33.59,Yoga Studio,yoga membership,fitness
EXP00726,102.28,Best Buy,wireless headphones,technology
EXP00727,17.85,Starbucks,iced coffee,food
EXP00728,85.82,Amazon Tech,electronics order,technology
EXP00729,127.09,State Farm,auto insurance,insurance
EXP00730,192.07,Amazon,clothing order,shopping
EXP00731,44.12,Google Play,app purchase,technology
EXP00732,96.2,Concert Venue,music concert,entertainment
EXP00733,283.73,Dental Office,dental checkup,healthcare
EXP00734,365.46,Amazon Books,reference books,education
EXP00735,27.36,Target,seasonal items,shopping
EXP00736,757.12,Best Buy,laptop computer,technology
EXP00737,157.68,Liberty Mutual,insurance coverage,insurance
EXP00738,461.4,Blue Cross Blue Shield,health insurance premium,insurance
EXP00739,149.33,Target,seasonal items,shopping
EXP00740,42.03,MetLife,additional insurance,insurance
EXP00741,255.44,Amazon,books and supplies,shopping
EXP00742,188.43,Physical Therapy,injury recovery,healthcare
EXP00743,1999.62,Real Estate Rental,housing rental,rent
EXP00744,804.09,Landlord Services,rental fee,rent
EXP00745,461.78,Dental Office,cavity filling,healthcare
EXP00746,283.91,Hilton Hotels,business stay,travel
EXP00747,485.62,Blue Cross Blue Shield,insurance payment,insurance
EXP00748,138.63,Walmart,pharmacy items,shopping
EXP00749,57.31,Chevron,gasoline purchase,transport
EXP00750,1940.86,Housing Authority,public housing,rent
EXP00751,256.36,Marriott Hotel,business trip hotel,travel
EXP00752,221.38,Progressive,car coverage,insurance
EXP00753,20.0,Water Department,water usage charge,utilities
EXP00754,130.23,State Farm,vehicle coverage,insurance
EXP00755,179.52,Sports Authority,exercise gear,fitness
EXP00756,2233.01,Housing Authority,housing payment,rent
EXP00757,78.54,Progressive,monthly auto premium,insurance
EXP00758,264.26,Eye Care Center,eyeglasses,healthcare
EXP00759,1113.77,Real Estate Rental,housing rental,rent
EXP00760,82.97,Personal Trainer,fitness coaching,fitness
EXP00761,8.32,Chipotle,carnitas tacos,food
EXP00762,28.18,Yoga Studio,yoga classes,fitness
EXP00763,162.85,Allstate,homeowners coverage,insurance
EXP00764,163.98,Whole Foods,organic groceries,food
EXP00765,232.06,Expedia,vacation package,travel
EXP00766,69.72,Steam,game download,entertainment
EXP00767,30.41,Domino's,garlic bread,food
EXP00768,122.23,Hilton Hotels,travel accommodation,travel
EXP00769,425.28,Blue Cross Blue Shield,monthly health plan,insurance
EXP00770,40.0,Pizza Hut,personal pan pizza,food
EXP00771,69.01,Water Department,utility water bill,utilities
EXP00772,2098.39,Landlord Services,property rent,rent
EXP00773,2093.4,Landlord Services,property rent,rent
EXP00774,17.79,Pizza Hut,pizza delivery,food
EXP00775,480.22,Expedia,trip booking,travel
EXP00776,228.33,Home Depot,hardware supplies,shopping
EXP00777,1024.72,Housing Authority,assisted housing,rent
EXP00778,79.79,Steam,game download,entertainment
EXP00779,23.97,Pizza Hut,large pepperoni pizza,food
EXP00780,28.21,LA Fitness,gym membership fee,fitness
EXP00781,769.9,Microsoft Store,Xbox controller,technology
EXP00782,113.22,Home Depot,lighting fixtures,shopping
EXP00783,136.14,Liberty Mutual,term life insurance,insurance
EXP00784,119.97,ComEd,power bill payment,utilities
EXP00785,29.23,Lyft,airport pickup,transport
EXP00786,142.34,Whole Foods,fresh produce,food
EXP00787,151.06,Sports Authority,fitness equipment,fitness
EXP00788,157.74,Progressive,vehicle insurance,insurance
EXP00789,67.18,AT&T,monthly service,utilities
EXP00790,134.34,Walmart,garden supplies,shopping
EXP00791,34.69,ComEd,electric service,utilities
EXP00792,27.68,Chipotle,guacamole and chips,food
EXP00793,37.19,Planet Fitness,workout membership,fitness
EXP00794,57.83,MetLife,supplemental coverage,insurance
EXP00795,48.07,ComEd,electric service,utilities
EXP00796,42.61,Coursera,skill development,education
EXP00797,11.97,Starbucks,breakfast sandwich,food
EXP00798,11.01,Udemy,professional development,education
EXP00799,174.53,Macy's,cosmetics,shopping
EXP00800,149.6,Amazon,books and supplies,shopping
EXP00801,1768.22,Apartment Complex,monthly housing,rent
EXP00802,53.58,Pizza Hut,medium cheese pizza,food
EXP00803,31.12,Khan Academy,skill building,education
EXP00804,126.51,Chevron,car maintenance,transport
EXP00805,45.72,PlayStation Store,PS Plus subscription,entertainment
EXP00806,71.14,Waste Management,garbage collection,utilities
EXP00807,767.9,Delta Airlines,business trip flight,travel
EXP00808,4427.54,University,semester tuition,education
EXP00809,119.92,Amazon Tech,tech gadgets,technology
EXP00810,1957.24,Landlord Services,residential rent,rent
EXP00811,14.75,Spotify,music streaming,entertainment
EXP00812,81.1,MetLife,healthcare supplement,insurance
EXP00813,46.47,Chevron,oil change service,transport
EXP00814,231.89,Amazon,clothing order,shopping
EXP00815,99.51,CVS Pharmacy,over-the-counter medicine,healthcare
EXP00816,174.06,Concert Venue,band performance,entertainment
EXP00817,1630.61,Landlord Services,rental fee,rent
EXP00818,424.15,Dental Office,dental examination,healthcare
EXP00819,37.61,Chevron,full tank gas,transport
EXP00820,579.74,Best Buy,video game,shopping
EXP00821,69.07,Shell,premium gasoline,transport
EXP00822,153.48,Xfinity,broadband service,utilities
EXP00823,191.94,Amazon Tech,cables and adapters,technology
EXP00824,194.82,Liberty Mutual,term life insurance,insurance
EXP00825,76.56,Water Department,water and sewer bill,utilities
EXP00826,91.06,Target,seasonal items,shopping
EXP00827,210.28,Macy's,cosmetics,shopping
EXP00828,147.23,Hilton Hotels,family vacation hotel,travel
EXP00829,190.64,Microsoft Store,Surface laptop,technology
EXP00830,9.43,Subway,foot-long sandwich,food
EXP00831,23.86,Subway,cookies and drink,food
EXP00832,10.6,Subway,cookies and drink,food
EXP00833,103.13,H&M,casual clothing,shopping
EXP00834,12.11,Chipotle,chicken burrito,food
EXP00835,319.37,Home Depot,home repair items,shopping
EXP00836,185.57,Enterprise Rental,business trip rental,travel
EXP00837,147.09,Dental Office,cavity filling,healthcare
EXP00838,139.79,Physical Therapy,rehabilitation,healthcare
EXP00839,40.35,Waste Management,monthly trash bill,utilities
EXP00840,35.61,Google Play,app purchase,technology
EXP00841,478.0,Dental Office,cavity filling,healthcare
EXP00842,488.82,Delta Airlines,business trip flight,travel
EXP00843,44.66,Khan Academy,skill building,education
EXP00844,10.19,Uber,trip to downtown,transport
EXP00845,59.86,PlayStation Store,gaming content,entertainment
EXP00846,63.05,Personal Trainer,fitness coaching,fitness
EXP00847,122.09,Coursera,online course,education
